ID,H1,H2,H3,H4,A,Value,Cost,Control_value,Control_cost,A1_value_gain,A2_value_gain,A3_value_gain
1,-1.58566882671971,6.4498696607531,6.42842989371006,4.6968297433632,0,-7.10139618862269,0.0,-7.10139618862269,0,50.61748054603029,101.23496109206042,151.85244163809054
2,1.08939566278861,-1.47060723922099,-1.36645506143032,-2.98318651006547,0,-7.20769309951182,0.0,-7.20769309951182,0,13.277200638265663,26.554401276531195,39.831601914796835
3,0.394226819404866,0.42866131362716,1.92266157278479,2.46787370788469,0,3.37345849751129,0.0,3.37345849751129,0,13.277200638265663,26.554401276531195,39.831601914796835
4,0.198861237737118,-0.209020064236721,-0.179904452062337,-0.739747788511224,0,23.83909434984,0.0,23.83909434984,0,13.277200638265663,26.554401276531195,39.831601914796835
5,2.01891274221935,11.5380736274714,18.4290700836797,16.4989167677511,0,-3.37634021020218,0.0,-3.37634021020218,0,586.3082409468273,1172.616481893655,1758.9247228404822
6,0.345311968552041,-3.12392251704977,-4.25864673509247,-3.03467210828792,0,-3.20917010640466,0.0,-3.20917010640466,0,13.277200638265663,26.554401276531195,39.831601914796835
7,-0.751445667335299,1.84676780478026,-0.469605772508281,-1.17461489604367,0,7.2649015229324,0.0,7.2649015229324,0,13.277200638265663,26.554401276531195,39.831601914796835
8,0.882868248555202,2.15039373464913,3.56412648938092,2.90327966902521,0,-4.67938030312855,0.0,-4.67938030312855,0,13.277200638265663,26.554401276531195,39.831601914796835
9,0.243374986932131,1.31242328774566,2.40522604941703,2.01598726786236,0,-5.71617286375055,0.0,-5.71617286375055,0,13.277200638265663,26.554401276531195,39.831601914796835
10,1.80966392398146,4.86108088585551,6.75619456626071,7.07601922906032,0,4.17294747657663,0.0,4.17294747657663,0,115.29698733351886,230.593974667038,345.89096200055627
11,1.16076947500594,2.81591852431845,4.38167645330578,3.52566856259068,0,-0.819943488300125,0.0,-0.819943488300125,0,13.277200638265663,26.554401276531195,39.831601914796835
12,1.78548525804887,3.44216322201306,7.67094981803255,6.41025850886088,0,1.18301203346851,0.0,1.18301203346851,0,86.49171742007658,172.9834348401535,259.4751522602297
13,-0.302279179157982,1.450633131016,1.61662269060212,0.702612162333357,0,-5.67036848788533,0.0,-5.67036848788533,0,13.277200638265663,26.554401276531195,39.831601914796835
14,0.469619719929375,1.32221616914286,-0.967267428939824,0.430966030177642,0,-2.43544092736365,0.0,-2.43544092736365,0,13.277200638265663,26.554401276531195,39.831601914796835
15,0.456834035786344,5.19015044749499,6.17690634352224,5.01079450390031,0,-1.56198711827392,0.0,-1.56198711827392,0,50.61748054603029,101.23496109206042,151.85244163809054
16,0.840504711410339,0.884712683781072,2.98652853205728,2.43921344461059,0,11.2587699016611,0.0,11.2587699016611,0,13.277200638265663,26.554401276531195,39.831601914796835
17,0.801195515977325,-1.42179737839579,1.08159637608634,0.207360673927923,0,-1.64740696678091,0.0,-1.64740696678091,0,13.277200638265663,26.554401276531195,39.831601914796835
18,0.872750144250438,-3.17487959388314,-2.13678912448994,0.137055528038186,0,9.41978478561901,0.0,9.41978478561901,0,13.277200638265663,26.554401276531195,39.831601914796835
