57.2679, 114.186, 171.207
496.519, 991.619, 1485.69
16.0968, 32.9057, 49.1279
11.5387, 23.4158, 34.4833
2342.18, 4678.94, 6973.58
32.7974, 65.8043, 97.8426
2342.18, 4678.94, 6973.58
2.06177, 3.95271, 5.92857
89.9369, 179.497, 270.017
6.47515, 13.2739, 19.9615
1.64869, 3.68417, 4.79783
45.4245, 91.069, 136.533
52.7555, 105.362, 157.807
53.1661, 106.372, 159.486
290.424, 581.471, 871.152
104.162, 207.911, 312.006
34.5593, 69.6485, 104.156
52.8404, 106.171, 159.124
108.346, 216.707, 324.552
243.723, 488.424, 732.52
73.1913, 146.605, 218.939
5.61517, 11.1878, 16.4903
102.823, 205.712, 308.991
39.0688, 78.4919, 116.976
648.582, 1298.33, 1936.92
79.4663, 159.251, 238.696
31.7329, 63.3703, 95.3718
1.51395, 2.40355, 4.19629
2342.18, 4678.94, 6973.58
2270.67, 4535.16, 6753.41
0.713516, 1.90461, 2.56213
3.08823, 6.01124, 8.85989
306.113, 613.465, 919.567
21.7858, 43.5132, 65.6442
32.5982, 65.4996, 97.9838
1.33778, 2.86323, 4.65859
94.6079, 189.097, 283.015
33.5697, 67.1971, 99.4377
5.00762, 10.1043, 14.8257
108.11, 215.817, 323.507
2.31042, 4.56092, 6.73702
93.9805, 188.654, 282.744
260.315, 521.747, 781.292
17.8816, 35.755, 54.0428
2.9565, 6.35174, 9.61532
197.446, 394.864, 592.376
14.3162, 28.4062, 42.2437
40.7349, 81.5367, 122.049
26.2275, 52.4816, 78.7971
1.07145, 2.38685, 3.3886
1.15516, 2.3128, 3.46188
55.6037, 111.614, 166.513
11.4871, 22.3589, 34.2339
301.928, 604.103, 905.783
267.113, 534.255, 800.011
23.9467, 47.1654, 71.5256
2.10751, 4.07553, 6.22678
103.603, 206.964, 311.015
2.16322, 4.38383, 6.4223
42.3555, 84.9821, 127.353
4.03626, 8.1984, 12.2293
67.5529, 134.824, 202.331
73.3335, 147.336, 220.456
6.85074, 13.7526, 19.7347
2.54845, 5.28425, 7.54012
1691.77, 3388.4, 5103.89
306.877, 612.624, 918.258
57.6261, 114.99, 172.856
32.721, 65.5787, 98.257
15.6331, 31.0071, 46.0527
125.268, 250.323, 375.48
13.9801, 28.0709, 41.7668
12.5205, 25.5588, 37.9347
4.72489, 9.34342, 13.6626
21.1382, 43.126, 64.3705
164.935, 328.565, 493.365
3.98742, 7.73292, 12.1245
140.528, 281.293, 422.728
1.2716, 2.91279, 4.67415
15.6202, 31.0701, 46.6599
87.9188, 176.057, 263.884
36.2191, 72.6454, 108.661
10.8039, 21.2505, 31.5366
12.3778, 24.8767, 37.4375
6.6108, 13.2946, 19.5655
8.20156, 16.4227, 24.7062
28.2358, 56.9619, 85.0666
0.300694, 0.436809, 0.153573
485.45, 972.496, 1452.63
1.7548, 3.47576, 5.04377
5.41837, 11.0517, 16.6747
46.3869, 93.4119, 139.455
51.4928, 103.4, 154.376
-0.104539, -0.479617, -0.634309
6.75906, 13.2899, 19.5854
31.3229, 62.8206, 94.7742
494.142, 987.307, 1479.43
52.2571, 105.041, 157.623
285.033, 570.257, 854.684
12.9493, 26.0661, 39.1165
6.72739, 14.0341, 20.9069
3.38838, 7.31778, 11.1249
99.889, 200.264, 300.479
39.8046, 79.9294, 119.134
196.973, 393.497, 590.599
38.9634, 78.1809, 116.496
6.56305, 13.4066, 19.5439
7.78169, 15.7854, 23.6691
523.105, 1043.65, 1563.71
158.603, 317.428, 476.385
2.0688, 4.49076, 6.8438
1.40304, 3.32476, 4.82601
3.10461, 6.29463, 9.5212
8.9274, 17.4304, 25.5917
2.4072, 5.04509, 7.12667
516.22, 1030.84, 1539.56
21.3626, 42.8895, 64.3176
225.536, 451.757, 676.162
21.9249, 43.9994, 65.8368
8.53588, 16.9982, 25.0415
262.523, 525.52, 787.194
6.36575, 12.0439, 17.5816
1.57974, 3.44891, 5.12671
0.977394, 2.61244, 3.5707
22.1268, 44.587, 66.8203
203.588, 406.46, 610.254
16.7426, 33.7224, 50.208
0.619789, 1.9199, 3.14763
3.39977, 7.16627, 10.3997
318.875, 637.901, 956.376
6.3286, 12.1406, 17.993
115.492, 230.569, 345.852
1.46261, 3.0868, 4.67974
83.9394, 168.259, 253.101
58.7782, 116.839, 175.708
2.90689, 5.96866, 8.87581
2.81026, 5.47217, 8.25724
18.3614, 36.4021, 54.3798
28.0598, 56.1864, 83.9101
2.48257, 5.31749, 7.86009
79.9212, 160.391, 240.138
